abandon_kuomintang_faction_desc;국민당의 목표는 더 이상 우리 것이 아닙니다. 우리의 이념이 바뀌었으니, 충성의 대상도 바뀌어야 합니다. 내전은 계속됩니다!;The goals of the Kuomintang are no longer our own. As our ideology has changed, so must our allegiance. The civil war continues!;;;;;;;;;;;;x;
abandon_kuomintang_faction_title;국민당 탈퇴;Abandon the Kuomintang;;;;;;;;;;;;x,;
abandon_neutral_faction_desc;더 이상 내전을 방관할 수 없습니다. 좋든 나쁘든 간에 이미 그 분쟁에 주사위가 던져졌다는 것을 인식하고 입장을 취해야 합니다.;We can no longer afford to stand on the sidelines in the civil war. For better or worse, we must recognize that we have already cast the die in the conflict and take a stand.;;;;;;;;;;;;x;
abandon_neutral_faction_title;중립 포기;Abandon Neutrality;;;;;;;;;;;;x,;
abandon_neutrality_desc;스위스 군대의 힘은 어렵지 않게 이웃들을 밀어낼 수 있는 그런 힘입니다. 중립정책은 더 이상 필요하지 않습니다.;The might of the Swiss army is such that we can repel our neighbors without difficulty. Our policy of neutrality is no longer necessary.;;;;;;;;;;;;x,;
abandon_neutrality_title;스위스의 중립 포기;Abandon Swiss Neutrality;;;;;;;;;;;;x,;
abkhaz;압하스;Abkhaz;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
able;재능있음;Able;Capable;F쬦ig;;Capaz;;;;;;;;;x;;;;;;;;;;;;;;;;
abolish_prohibition_desc;일각에서는 금주법에 대한 실험이 너무 오래 진행됐다며 폐지하자는 주장이 나오고 있습니다.;Some say that our nations's experiment with the outlawing of alcohol has gone on for too long, and argue that it should be abolished.;Certains pensent que la prohibition de l'alcool a assez dur쬦et qu'elle devrait 쬦re abolie.;Manche Stimmen sagen, dass das Experiment unserer Nation mit der Alkoholkriminalisierung schon zu lange l쬦ft und sind der Meinung, man solle es beenden.;;Algunos dicen que las experiencias de nuestro pa쬦 con la prohibici쬦 del alcohol se han prolongado demasiado y deber쬦n abolirse.;;;;;;;;;x;;;;;;;;;;;;;;;;
abolish_prohibition_title;금주법 폐지;Repeal Prohibition;Abrogation de la prohibition;Schlu쬦mit der Prohibition;;Abolir la prohibici쬦;;;;;;;;;x;;;;;;;;;;;;;;;;
abolish_serfdom_desc;농노제는 11세기 키예프 루스 이후 러시아에서 다양한 형태로 존재해왔습니다. 여러 시대를 거쳐 몇 가지 개혁과 변화를 겪었지만, 완전한 폐지에 대해서는 1810년대에야 첫 운을 떼었습니다. 이 당시 러시아령 쿠를란트, 에스토니아, 리보니아에서 가장 먼저 농노제를 폐지했습니다. 러시아 전 지역에서의 농노제 폐지는 알렉산더 2세의 치세인 1861년에 이르러서야 시행했는데, 당시 농민들이 노골적인 혁명을 통해 자신들의 해방을 추구하지 않을까 두려워했기 때문이었습니다.;The institution of serfdom -- unfree farm labour tied to the land of a local noble, effectively a form of feudal slavery -- had existed in various forms in Russia since the Kievan Rus of the 11th century. Throughout the ages the institution had undergone several reforms and changes, but the first steps toward a complete abolishment were taken only in the 1810s, when the institution was abolished in the Russian domains of Kurland, Estonia and Livonia. The institution was only abolished in all of Russia with the agrarian reform of 1861, during the reign of Tsar Alexander II, who at the time feared that the Russian peasantry might otherwise seek their liberation through outright revolution.;Le syst쬦e de servage, une main-d'쐕vre priv쬦 de libert쬦rattach쬦 aux terres d'un noble local, une forme d'esclavage f쬦dal, a exist쬦en Russie depuis la Rus' de Kiev du XIe si쬦le. Au fil du temps, ce syst쬦e a fait l'objet de plusieurs r쬦ormes et 쬦olutions, mais les premi쬦es mesures d'abolition ne furent prises que dans les ann쬦s 1810, 쬦oque 쬦laquelle il fut aboli dans les domaines russes du Kurland, d'Estonie et de Livonie. Il fallut attendre la r쬦orme agraire de 1861 pour voir l'abolition totale de ce syst쬦e, sous le r쬦ne du tsar Alexandre II qui craignait, 쬦l'쬦oque, un soul쬦ement de la paysannerie russe.;Die Einf쬦rung der Leibeigenschaft -- unfreie Landarbeit auf den L쬦dereien eines lokalen Adligen, also eine Art feudaler Sklaverei -- hatte in Russland seit der Kiewer Rus im elften Jahrhundert in verschiedenen Formen existiert. Im Laufe der wurde die Leibeigenschaft mehreren Reformen und Ver쬦derungen unterworfen, aber erste Schritte in Richtung einer vollst쬦digen Abschaffungen wurden erst in den 1810er Jahren unternommen, als die Leibeigenschaft in den russischen Dom쬦en Kurland, Estland und Livland abgeschafft wurde. Im restlichen Russland wurde sie erst w쬦rend der Herrschaft von Zar Alexander II. im Zuge der Agrarreform von 1861 abgeschafft. Der Zar bef쬦chtete damals, dass sich die russischen Bauern ansonsten ihre Freiheit durch eine offene Revolution holen w쬦den.;;La instituci쬦 de la servidumbre, que consiste en el trabajo en granjas vinculado a la tierra de un noble local, en la pr쬦tica una forma de esclavitud feudal, hab쬦 existido bajo diversas f쬦mulas en Rusia desde la 쬦oca de los rus de Kiev, en el siglo XI. A lo largo de las eras, la instituci쬦 hab쬦 experimentado varios cambios y reformas, pero los primeros pasos hacia su abolici쬦 real no se dieron hasta la d쬦ada de 1810, cuando la instituci쬦 fue eliminada en los dominios rusos de Curlandia, Estonia y Livonia. El fin de la instituci쬦 no lleg쬦hasta la reforma agraria de 1861, durante el reinado del zar Alejandro II, que en ese momento tem쬦 que si no ocurr쬦 as쬦 el campesinado ruso buscar쬦 su liberaci쬦 a trav쬦 de la revoluci쬦 abierta.;;;;;;;;;x;;;;;;;;;;;;;;;;
abolish_serfdom_title;농노개혁;The Peasant Reform;La R쬦orme paysanne;Die Bauernreform;;La reforma de los campesinos;;;;;;;;;;x;;;;;;;;;;;;;;;
abolish_the_han_system_desc;정부의 통제를 거의 받지 않는 다이묘가 봉건 영주로서 '번'이라 불리는 영지를 다스리는 번체제는 타파해야 할 오래된 유물입니다. 번들을 현으로, 다이묘들을 주지사와 관료로 교체해야 합니다. 저항은 있겠지만, 모두가 이것이 일본을 위한 것임을 이해할 것입니다.;The han system, under which the daimyo rule as feudal lords with very little central authority remaining to the government, is an antiquated relic that must be eliminated. The domains shall be replaced with prefectures, and the daimyos given roles as governors and bureaucrats. There will be resistance, but all will come to understand that this is for the greater good of Japan.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
abolish_the_han_system_title;폐번치현;Abolish the Han System;;;;;;;;;;;;;x,
abolitionist_society;폐지론자 단체;Abolitionist Society;Organisation abolitionniste;Abolitionistengesellschaft;;Sociedad abolicionista;;;;;;;;;x;;;;;;;;;;;;;;;;
aborigine;아보리진;Aborigine;Aborig쬦e;Aborigisch;;Aborigen;;;;;;;;;x;;;;;;;;;;;;;;;;
academic_confusion;학계의 혼란;Academic Confusion;Confusion acad쬦ique;Akademisches Durcheinander;;Confusi쬦 acad쬦ica;;;;;;;;;x;;;;;;;;;;;;;;;;
academic_confusion_desc;학계가 학계 내부의 대규모 개편으로 인해 혼란 상태에 빠졌습니다. 이와 같은 혼란 상태는 위신과 연구에 방해를 줍니다.;Our academia is in a state of disarray, following a paradigm shift within our academic establishment. Our prestige and research will be hampered while the effect lasts.;Notre acad쬦ie est en proie 쬦la panique 쬦la suite d'un changement paradigmatique au sein de notre effectif. Tant que cela durera, notre prestige et notre recherche en p쬦iront.;Nach einem Paradigmenwechsel in unserem Bildungsministerium ist unsere akademische Welt in einem Zustand totalen Durcheinanders. Solange dieser Effekt anh쬦t, leiden unser Prestige und unsere Forschung darunter.;;Nuestra academia est쬦sumida en el desorden tras un cambio paradigm쬦ico en nuestro establecimiento acad쬦ico. Nuestro prestigio e investigaci쬦 se ver쬦 afectados mientras duran sus efectos.;;;;;;;;;x;;;;;;;;;;;;;;;;
academic_institutions;학술기관;Academic institutions;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;
academic_institutions_l;학술기관;Academic institutions;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;
academic_training;사관생도 훈련;Academic Training;쬦ole navale;Akademische Ausbildung;;Formaci쬦 acad쬦ica;;;;;;;;;x;;;;;;;;;;;;;;;;
academic_training_desc;이제 가문만으로는 장교에 임관할 수 없습니다. 또한 기껏해야 어느 대학이나 다를 바 없는 공식적인 교육에 참석해야 합니다. 이것이 장교 군단의 전문화 이면의 가장 중요한 원인입니다.;This meant that to become an officer it was no longer enough to be of gentle blood. You also had to attend a formal education which could at best be as good as any college. This was one of the most important causes behind the professionalization of the officers corps.;Il ne suffisait plus d'avoir le sang bleu pour devenir officier. Il fallait 쬦alement suivre une formation sp쬦iale qui pouvait au mieux 쬦aler celle d'une universit쬦 Ceci a 쬦쬦l'un des 쬦쬦ents majeurs de la professionnalisation du corps des officiers.;Dies bedeutete, dass es f쬦 eine Offizierslaufbahn nicht l쬦ger ausreichte, aus einer Adelsfamilie zu stammen. Vielmehr musste man auch 쬦er eine formelle Ausbildung verf쬦en, die m쬦lichst Universit쬦sniveau hatte. Dies war einer der wichtigsten Hintergr쬦de f쬦 die Professionalisierung des Offizierskorps.;;Esto supon쬦 que para convertirse en oficial ya no bastaba con ser de sangre noble. Tambi쬦 hab쬦 que recibir una educaci쬦 formal que pod쬦 ser tan buena como la de cualquier universidad. 쬦ta fue una de las causas m쬦 importantes que se hallaban tras la profesionalizaci쬦 de los cuerpos de oficiales.;;;;;;;;;x;;;;;;;;;;;;;;;;
accademia_della_crusca_desc;이탈리아어를 연구하는 가장 권위있는 중심지인 크루스카 학회는 이탈리아 문학사에 대한 업적을 계속 이어나가기 위해 경제적 도움을 기꺼이 감사히 여길 것입니다.;The Accademy of the Crusca, the most prertigious center of study for the italian language, would gladly appreciate an economic help from your majesty to keep on with the good work on italian literature's history... and to pay those new paintings for the main hall;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;
accademia_della_crusca_title;크루스카 학회;Accademia della Crusca;;;;;;;;;;;;x,;
accept;수락;Accept;Confirmer;Annehmen;Przekaz SI;Aceptar;;;;;;;;;x;;;;;;;;;;;;;;;;
acceptable_health_care;보편적 보건복지;Universal Health Care;Syst쬦e acceptable;Akzeptable Hilfe;;Aceptable;;;;;;;;;x;;;;;;;;;;;;;;;;
acceptable_health_care_desc;보건복지를 보편적으로 제공합니다.;Universal quality public healthcare.;Syst쬦e de sant쬦public acceptable.;Gesundheitsf쬦sorge mit akzeptabler Qualit쬦.;;Sanidad p쬦lica de calidad aceptable.;;;;;;;;;x;;;;;;;;;;;;;;;;
acceptable_health_care_l;보편적 보건복지;Universal Healthcare;Syst쬦e de sant쬦acceptable;Akzeptable Gesundheitsf쬦sorge;;Sanidad p쬦lica aceptable;;;;;;;;;x;;;;;;;;;;;;;;;;
acceptable_minimum_wage;적당한 최저임금;Acceptable Minimum Wage;Salaire min. acceptable;Akzeptabler Lohn;;Aceptable;;;;;;;;;x;;;;;;;;;;;;;;;;
acceptable_minimum_wage_desc;최저임금을 평균값으로 설정합니다.;Minimum wages are acceptable to most people.;Les salaires minimum sont acceptables.;Die Mindestl쬦ne sind f쬦 die meisten akzeptabel.;;El salario m쬦imo es aceptable para casi todos.;;;;;;;;;x;;;;;;;;;;;;;;;;
acceptable_minimum_wage_l;적당한 최저임금;Acceptable Min. Wage;Salaire min. acceptable;Akzeptabler Mindestlohn;;Salario m쬦imo aceptable;;;;;;;;;x;;;;;;;;;;;;;;;;
acceptable_pensions;적당한 노령연금;Acceptable Pensions;Pensions acceptables;Akzeptable Renten;;Aceptables;;;;;;;;;x;;;;;;;;;;;;;;;;
acceptable_pensions_desc;노령연금을 적당히 지급합니다.;Acceptable state pensions.;Pensions d'쬦at acceptables.;Akzeptable staatliche Renten.;;Pensiones p쬦licas aceptables.;;;;;;;;;x;;;;;;;;;;;;;;;;
acceptable_pensions_l;적당한 노령연금;Acceptable Pensions;Pensions acceptables;Akzeptable Renten;;Pensiones aceptables;;;;;;;;;x;;;;;;;;;;;;;;;;
acceptable_safety;적당한 안전규제;Acceptable Safety Regulations;S쬦urit쬦acceptable;Akzeptable Regeln;;Aceptable;;;;;;;;;x;;;;;;;;;;;;;;;;
acceptable_safety_desc;안전규제를 모든 물리적 작업에 적용합니다.;There are safety regulations governing all physical tasks.;Des r쬦les de s쬦urit쬦r쬦issent toutes les t쬦hes physiques.;Es gibt Sicherheitsvorschriften f쬦 alle k쬦perlichen Arbeiten.;;Ley de seguridad sobre toda clase de trabajos f쬦icos.;;;;;;;;;x;;;;;;;;;;;;;;;;
acceptable_safety_l;적당한 안전규제;Acceptable Safety;S쬦urit쬦acceptable;Akzeptable Sicherheitsvorschriften;;Seguridad aceptable;;;;;;;;;x;;;;;;;;;;;;;;;;
acceptable_schools;적당한 교육제도;Acceptable School system;Syst쬦e acceptable;Akzeptables Schulsystem;;;;;;;;;;;x;;;;;;;;;;;;;;;;
acceptable_schools_desc;공립학교가 흔합니다.;Public Schools are common.;Les 쬦oles publiques sont fr쬦uentes.;쬦fentliche Schulen sind verbreitet.;;;;;;;;;;;x;;;;;;;;;;;;;;;;
acceptable_schools_l;적당한 교육제도;Acceptable School system;Syst쬦e d'쬦ucation acceptable;Akzeptables Schulsystem;;;;;;;;;;;x;;;;;;;;;;;;;;;;
acceptable_subsidies;적당한 실업보조금;Extended Subsidies;Allocations 쬦endues;Ausreichende Hilfe;;Amplios;;;;;;;;;x;;;;;;;;;;;;;;;;
acceptable_subsidies_desc;실업보조금을 적당히 지급합니다.;Extended unemployment subsidies.;Allocations ch쬦age 쬦endues.;Ausgedehnte Arbeitslosenunterst쬦zung.;;Subsidios de desempleo amplios.;;;;;;;;;x;;;;;;;;;;;;;;;;
acceptable_subsidies_l;적당한 실업보조금;Acceptable Subsidies;Indemnit쬦 acceptables;Ausreichende Arbeitslosenhilfe;;Subsidios aceptables;;;;;;;;;x;;;;;;;;;;;;;;;;
ache;아체;Ache;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
acquire_all_cores;모든 영유권 보유 지역 수복;Acquire All Cores;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
acquire_all_cores_desc;다른 국가가 점유한 쬨영유권 보유 지역쬦이 위치한 모든 쬨주쬦를 획득합니다.;Aquire all enemy 쬨states쬦 where we have 쬨core provinces쬦;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
acquire_all_cores_setup;$RECIPIENT$이(가) 점유한 모든 영유권 보유 지역을 수복합니다.;Acquire all core provinces from $RECIPIENT$;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
acquire_all_cores_short;$RECIPIENT$이(가) 점유한 모든 영유권 보유 지역 수복;Acquire all cores from $RECIPIENT$;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
acquire_any_state;주 할양;Acquire State;Prendre territoire cl쬦Kernprovinz erwerben;;;;;;;;;;;;x;;;;;;;;;;;;;;;
acquire_any_state_desc;적국이 점유한 쬨주쬦를 획득합니다.;Aquire an enemy 쬨state쬦;Prendre un 쬨쬦at쬦 ennemi o쬦nous avons des 쬨provinces principales쬦;Erobern Sie einen feindlichen 쬨Staat쬦, in dem wir 쬨Kernprovinzen쬦 haben.;;;;;;;;;;;x,,;;;;;;;;;;;;;;;;
acquire_any_state_setup;$RECIPIENT$이(가) 점유한 $STATE$을(를) 획득합니다.;Acquire $STATE$ from $RECIPIENT$;Prendre 쬦at cl쬦$STATE$ de $RECIPIENT$;Kern-$STATE$ von $RECIPIENT$ erwerben;;;;;;;;;;;;x;;;;;;;;;;;;;;;
acquire_any_state_short;$STATE$ 획득;Acquire $STATE$;Prendre $STATE$;$STATE$ erwerben;;;;;;;;;;;;x;;;;;;;;;;;;;;;
acquire_core_state;영유권 보유 지역 수복;Acquire core;Prendre territoire cl쬦Kernprovinzregion erobern;;Adquirir n쬦leo;;;;;;;;;x;;;;;;;;;;;;;;;;
acquire_core_state_desc;적국이 점유한 쬨영유권 보유 지역쬦이 위치한 쬨주쬦를 수복합니다.;Aquire an enemy 쬨state쬦 where we have 쬨core provinces쬦;Prendre un 쬨쬦at쬦 ennemi o쬦nous avons des 쬨provinces principales쬦;Erobern Sie einen feindlichen 쬨Staat쬦, in dem wir 쬨Kernprovinzen쬦 haben.;;Adquirir un 쬨estado쬦 enemigo donde tenemos 쬨provincias n쬦leo쬦;;;;;;;;;x;;;;;;;;;;;;;;;;
acquire_core_state_setup;$RECIPIENT$이(가) 점유한 $STATE$을(를) 수복합니다.;Acquire core $STATE$ from $RECIPIENT$;Prendre territoire cl쬦$STATE$ 쬦$RECIPIENT$;Kernprovinzregion $STATE$ von $RECIPIENT$ erobern.;;Adquirir el n쬦leo de $STATE$ de manos de $RECIPIENT$;;;;;;;;;x;;;;;;;;;;;;;;;;
acquire_core_state_short;$STATE$ 수복;Acquire $STATE$; Prendre le territoire cl쬦de $STATE$;Kernprovinzregion $STATE$ erobern;;Adquirir $STATE$;;;;;;;;;x;;;;;;;;;;;;;;;;
acquire_state;주 할양;Acquire state;Prendre un 쬦at;Region erobern;;Adquirir estado;;;;;;;;;x;;;;;;;;;;;;;;;;
acquire_state_desc;적국이 점유한 쬨주쬦를 획득합니다.;Aquire an enemy 쬨state쬦;Prendre un 쬨쬦at쬦 ennemi;Erobern Sie einen feindlichen 쬨Staat쬦.;;Adquirir un 쬨estado쬦 enemigo;;;;;;;;;x;;;;;;;;;;;;;;;;
acquire_state_setup;$RECIPIENT$이(가) 점유한 $STATE$을(를) 획득합니다.;Acquire $STATE$ from $RECIPIENT$;Prendre $STATE$ 쬦$RECIPIENT$;$STATE$ von $RECIPIENT$ erobern.;;Adquirir $STATE$ de manos de $RECIPIENT$;;;;;;;;;x;;;;;;;;;;;;;;;;
acquire_state_short;$STATE$ 획득;Acquire $STATE$; Prendre l'쬦at de $STATE$;$STATE$ erobern;;Adquirir $STATE$;;;;;;;;;x;;;;;;;;;;;;;;;;
acquire_substate_region;속국 주 획득;Acquire substate region;Acqu쬦ir une r쬦ion comme Sous-쬦at;Beschafft eine Unterstaatsregion;;;;;;;;;;;x;;;;;;;;;;;;;;;;
acquire_substate_region_desc;적국의 속국이 점유한 쬨주쬦를 획득합니다.;Acquire a region from enemy 쬨substate쬦;Acqu쬦ir une r쬦ion d'un 쬨Sous-쬦at쬦 ennemi;Beschafft eine Region des Feindes 쬨substate쬦;;;;;;;;;;;x;;;;;;;;;;;;;;;;
acquire_substate_region_setup;$RECIPIENT$이(가) 점유한 $STATE$을(를) 획득합니다.;Acquire $STATE$ from $RECIPIENT$;Prendre $STATE$ de $RECIPIENT$;$STATE$ von $RECIPIENT$ erobern.;;Adquirir $STATE$ de manos de $RECIPIENT$;;;;;;;;;x;;;;;;;;;;;;;;;;
acquire_substate_region_short;$STATE$ 획득;Acquire $STATE$;Prendre $STATE$;$STATE$ erobern;;Adquirir $STATE$;;;;;;;;;x;;;;;;;;;;;;;;;;
acquire_vassal_core_state;속국 영유권 보유 지역 수복;Acquire vassal core;Prendre territoire cl쬦Kernprovinzregion erobern;;Adquirir n쬦leo;;;;;;;;;x;;;;;;;;;;;;;;;;
acquire_vassal_core_state_desc;적국의 속국이 점유한 쬨영유권 보유 지역쬦이 위치한 쬨주쬦를 수복합니다.;Aquire an enemy vassal 쬨state쬦 where we have 쬨core provinces쬦;Prendre un 쬨쬦at쬦 ennemi o쬦nous avons des 쬨provinces principales쬦;Erobern Sie einen feindlichen 쬨Staat쬦, in dem wir 쬨Kernprovinzen쬦 haben.;;Adquirir un 쬨estado쬦 enemigo donde tenemos 쬨provincias n쬦leo쬦;;;;;;;;;x;;;;;;;;;;;;;;;;
active_p;활동적;Active;Actif;Aktiv;;Activo;;;;;;;;;x;;;;;;;;;;;;;;;;
ad_hoc_money_bill_printing;임시화폐 발행;Ad-Hoc Money Bill Printing;쬦ission mon쬦aire selon les besoins;Ad-Hoc-Notenpressung;;Emisi쬦 papel moneda ad hoc;;;;;;;;;x;;;;;;;;;;;;;;;;
ad_hoc_money_bill_printing_desc;임시화폐를 발행합니다;Ad-Hoc Money Bill Printing;쬦ission mon쬦aire selon les besoins;Ad-Hoc-Notenpressung;;Emisi쬦 papel moneda ad hoc;;;;;;;;;x;;;;;;;;;;;;;;;;
adam_smith;애덤 스미스;Adam Smith;;;;;;;;;;;;x,,,,,,,;;;;;;;;;;;;;;;;;
adam_smith_desc;애덤 스미스는 스코틀랜드 출신의 계몽주의 정치/경제/철학자입니다. 그는 '도덕감정론'과 '국부의 본질과 원인에 관한 연구'의 저자로, 근대 자본주의의 아버지입니다. 그는 개인의 행동을 이끄는 '보이지 않는 손'에 대해 이야기하며 경제에 대한 정부의 간섭을 모두 반대했습니다.;Adam Smith was a Scottish Enlightenment philosopher of political economy. He was author of The Theory of Moral Sentiments and An Inquiry into the Nature and Causes of the Wealth of Nations. Smith promoted the central tenement of Capitalism as the individual pursuing his own self-interest, and in so doing, promoting the greater good. He talked about the 'invisible hand' that would guide the actions of individuals and argued against government interference in all but a aspects of the economy.;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;
add_to_sphere;영향권 편입;Add to Sphere;ajouter 쬦la sph쬦e;In Einflusssph쬦e aufnehmen;;A쬦dir a esfera;;;;;;;;;x;;;;;;;;;;;;;;;;
add_to_sphere_AI;영향권 편입;Add to Sphere;ajouter 쬦la sph쬦e;In Einflusssph쬦e aufnehmen;;;;;;;;;;;;x;;;;;;;;;;;;;;;
add_to_sphere_AI_desc;국가를 쬨영향권쬦에 편입합니다.;Add country to our 쬨Sphere of Influence쬦;Ajouter un pays 쬦notre 쬨sph쬦e d'influence쬦;F쬦en Sie das Land Ihrer 쬨Einflusssph쬦e쬦 hinzu.;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
add_to_sphere_AI_setup;$RECIPIENT$을(를) 영향권에 편입합니다.;Add $RECIPIENT$ to Sphere of Influence;ajouter $RECIPIENT$ 쬦la sph쬦e d'influence;$RECIPIENT$ in Einflusssph쬦e aufnehmen;;;;;;;;;;;;x;;;;;;;;;;;;;;;
add_to_sphere_AI_short;$RECIPIENT$ 영향권 편입;Add $RECIPIENT$ to Sphere of Influence;ajouter $RECIPIENT$ 쬦la sph쬦e d'influence;$RECIPIENT$ in Einflusssph쬦e aufnehmen;;;;;;;;;;;;x;;;;;;;;;;;;;;;
add_to_sphere_desc;해당 국가를 쬨영향권쬦에 편입합니다.;Add country to our 쬨Sphere of Influence쬦;Ajouter un pays 쬦notre 쬨sph쬦e d'influence쬦;F쬦en Sie das Land Ihrer 쬨Einflusssph쬦e쬦 hinzu.;;A쬦dir un pa쬦 a nuestra 쬨esfera de influencia쬦;;;;;;;;;x;;;;;;;;;;;;;;;;
add_to_sphere_setup;$RECIPIENT$을(를) 영향권에 편입합니다.;Add $RECIPIENT$ to Sphere of Influence;ajouter $RECIPIENT$ 쬦la sph쬦e d'influence;$RECIPIENT$ in Einflusssph쬦e aufnehmen;;A쬦dir a $RECIPIENT$ a la esfera de influencia;;;;;;;;;x;;;;;;;;;;;;;;;;
add_to_sphere_short;$RECIPIENT$ 영향권 편입;Add $RECIPIENT$ to Sphere of Influence;ajouter $RECIPIENT$ 쬦la sph쬦e d'influence;$RECIPIENT$ in Einflusssph쬦e aufnehmen;;A쬦dir a $RECIPIENT$ a la esfera de influencia;;;;;;;;;x;;;;;;;;;;;;;;;;
address;대국민연설;Address the Nation;;;;;;;;;;;;x,;
address_desc;우리 지도자들이 대국민연설을 했습니다. 그 효과는 틀림없이 수년 동안 지속될 것입니다.;The nation has been addressed by our leaders. The effects of that address will no doubt be felt for years to come.;;;;;;;;;;;;x,;
address_the_nation_desc;오늘의 담화의 의미가 직접적이며 명백하지만, 그것이 역사에 기록될지의 여부는 두고 봐야 합니다.;A speech was made today, although the direct implications are obvious, whether or not it will go down in history shall remain to be seen.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;
address_the_nation_title;대국민연설;Address the Nation;;;;;;;;;;;;x,;
