#cb_types.txt;;;;;;;;;;;;;;
release_puppet_AI_desc;주권이 타국에 종속된 쬨국가쬦를 해방합니다.;Release a 쬨country쬦 from its sovereign nation;Liberer un 쬨pays쬦 de sa nation souveraine;Entlassen Sie ein 쬨Land쬦 von seinem Herrenland.;;;;;;;;;;;
release_puppet_AI_setup;$RECIPIENT$에 종속된 $THIRD$을(를) 해방합니다.;Release $THIRD$ from $RECIPIENT$;Liberer $THIRD$ de $RECIPIENT$;Entlassen Sie $THIRD$ aus $RECIPIENT$;;;;;;;;;;;
cut_down_to_size;응징;Cut down to size;Reduire;Große reduzieren;;;;;;;;;;;
cut_down_to_size_short;$RECIPIENT$ 응징;Cut $RECIPIENT$ down to size;Reduire $RECIPIENT$;Reduzieren Sie die Große von $RECIPIENT$;;;;;;;;;;;
cut_down_to_size_desc;쬨타국쬦에게 군비제한과 배상금 지불을 요구합니다.;Force another 쬨country쬦 to disarm and pay reparations to us;Obliger un autre 쬨pays쬦 a se desarmer et a nous verser des compensations;Zwischen Sie ein anderes 쬨Land쬦 zur Abrustung und zu Reparationszahlungen an uns.;;;;;;;;;;;
cut_down_to_size_setup;$RECIPIENT$을(를) 응징합니다.;Cut $RECIPIENT$ down to size;Reduire $RECIPIENT$;Reduzieren Sie die Große von $RECIPIENT$;;;;;;;;;;;
humiliate;모욕;Humiliate;Humilier;Erniedrigen;;;;;;;;;;;
humiliate_short;$RECIPIENT$ 모욕;Humiliate $RECIPIENT$;Humilier $RECIPIENT$;$RECIPIENT$ erniedrigen;;;;;;;;;;;
humiliate_desc;쬨적국쬦에게 모욕을 줌으로써 군사력을 과시하고, 우리나라의 쬨위신쬦을 높임과 동시에 그들의 위신을 낮춥니다.;;Show our military might by humiliating an enemy 쬨country쬦, thus increasing our 쬨prestige쬦 while lowering theirs;Afficher notre puissance militaire en humiliant un 쬨pays쬦 ennemi et en augmentant notre 쬨prestige쬦 tout en reduisant le leur;Zeigen Sie unsere Militarmacht durch Erniedrigung eines feindlichen 쬨Landes쬦, wodurch Sie unser 쬨Prestige쬦 steigern und ihres verringern.;;;;;;;;;;;
humiliate_setup;$RECIPIENT$을(를) 모욕합니다.;Humiliate $RECIPIENT$;Humilier $RECIPIENT$;$RECIPIENT$ erniedrigen;;;;;;;;;;;
place_in_the_sun;해가 뜨는 곳;Place in the sun;Une place au soleil;Ein Platz an der Sonne;;;;;;;;;;;
place_in_the_sun_short;$STATE$ 획득;Acquire $STATE$;Prendre $STATE$;$STATE$ erwerben;;;;;;;;;;;
place_in_the_sun_desc;적국에게서 쬨식민주쬦를 획득합니다.;Aquire an enemy 쬨colonial state쬦;Prendre un 쬨Etat colonial쬦 ennemi;Erobern Sie einen feindlichen 쬨Kolonialstaat쬦.;;;;;;;;;;;
place_in_the_sun_setup;$RECIPIENT$에게서 $STATE$ 식민지를 획득합니다.;Acquire colony $STATE$ from $RECIPIENT$;Prendre colonie $STATE$ de $RECIPIENT$;Kolonie $STATE$ von $RECIPIENT$ erwerben;;;;;;;;;;;
acquire_state;주 할양;Acquire state;Prendre Etat;$STATE$ erwerben;;;;;;;;;;;
acquire_state_short;$STATE$ 획득;Acquire $STATE$;Prendre $STATE$;$STATE$ erwerben;;;;;;;;;;;
acquire_state_desc;적국에게서 쬨주쬦를 획득합니다.;Aquire an enemy 쬨state쬦;Prendre un 쬨Etat쬦 ennemi;Erobern Sie einen feindlichen 쬨Staat쬦.;;;;;;;;;;;
acquire_state_setup;$RECIPIENT$에게서 $STATE$을(를) 획득합니다.;Acquire $STATE$ from $RECIPIENT$;Prendre $STATE$ de $RECIPIENT$;$STATE$ von $RECIPIENT$ erwerben;;;;;;;;;;;
china_acquire_state;중국 통일;Chinese Reunification;Prendre Etat;$STATE$ erwerben;;;;;;;;;;;
china_acquire_state_short;$STATE$ 획득;Acquire $STATE$;Prendre $STATE$;$STATE$ erwerben;;;;;;;;;;;
china_acquire_state_desc;중국에 속하는 쬨주쬦를 획득합니다.;Aquire a Chinese 쬨state쬦;Prendre un 쬨Etat쬦 ennemi;Erobern Sie einen feindlichen 쬨Staat쬦.;;;;;;;;;;;
china_acquire_state_setup;$RECIPIENT$에게서 $STATE$을(를) 획득합니다.;Acquire $STATE$ from $RECIPIENT$;Prendre $STATE$ de $RECIPIENT$;$STATE$ von $RECIPIENT$ erwerben;;;;;;;;;;;
china_conquest;중국 통일;Chinese Reunification;Prendre Etat;$STATE$ erwerben;;;;;;;;;;;
china_conquest_short;$RECIPIENT$ 합병;Annex $RECIPIENT$;Prendre $STATE$;$STATE$ erwerben;;;;;;;;;;;
china_conquest_desc;중국 내 경쟁국을 합병합니다.;Annex a Chinese rival;Prendre un 쬨Etat쬦 ennemi;Erobern Sie einen feindlichen 쬨Staat쬦.;;;;;;;;;;;
china_conquest_setup;$RECIPIENT$을(를) 합병합니다.;Annex $RECIPIENT$;Prendre $STATE$ de $RECIPIENT$;$STATE$ von $RECIPIENT$ erwerben;;;;;;;;;;;
china_acquire_state_2;중국 통일;Chinese Reunification;Prendre Etat;$STATE$ erwerben;;;;;;;;;;;
china_acquire_state_2_short;$STATE$ 획득;Acquire $STATE$;Prendre $STATE$;$STATE$ erwerben;;;;;;;;;;;
china_acquire_state_2_desc;중국에 속하는 쬨주쬦를 획득합니다.;Aquire a Chinese 쬨state쬦;Prendre un 쬨Etat쬦 ennemi;Erobern Sie einen feindlichen 쬨Staat쬦.;;;;;;;;;;;
china_acquire_state_2_setup;$RECIPIENT$에게서 $STATE$을(를) 획득합니다.;Acquire $STATE$ from $RECIPIENT$;Prendre $STATE$ de $RECIPIENT$;$STATE$ von $RECIPIENT$ erwerben;;;;;;;;;;;
demand_concession_casus_belli;조차지 요구;Demand Concession;Demande de concession;Konzession verlangen;;;;;;;;;;;
demand_concession_casus_belli_short;$STATE$ 요구;Demand $STATE$;Demander $STATE$;Fordern Sie $STATE$;;;;;;;;;;;
demand_concession_casus_belli_desc;쬨비문명국쬦에게 조차지를 편성할 영토의 할양을 요구합니다.;Force an 쬨uncivilized country쬦 to secede territory to form a colonial concession.;Obligez un 쬨pays non civilise쬦 a faire secession d'un territoire pour former une concession coloniale.;Zwingen Sie ein 쬨unzivilisiertes Land쬦, Gebiete zur Grundung einer Kolonialkonzession abzuspalten.;;;;;;;;;;;
demand_concession_casus_belli_setup;$RECIPIENT$에게 조차지를 편성할 영토의 할양을 요구합니다.;Demand that $RECIPIENT$ secede territory to form a colonial concession.;Demandez a ce que $RECIPIENT$ fasse secession d'un territoire pour former une concession coloniale.;Verlangen Sie, dass $RECIPIENT$ Gebiete zur Grundung einer Kolonialkonzession abspaltet.;;;;;;;;;;;
demand_concession_NI_casus_belli;조차지 요구;Demand Concession;Demande de concession;Konzession verlangen;;;;;;;;;;;
demand_concession_NI_casus_belli_short;$STATE$ 요구;Demand $STATE$;Demander $STATE$;Fordern Sie $STATE$;;;;;;;;;;;
demand_concession_NI_casus_belli_desc;쬨비문명국쬦에게 조차지를 편성할 영토의 할양을 요구합니다.;Force an 쬨uncivilized country쬦 to secede territory to form a colonial concession.;Obligez un 쬨pays non civilise쬦 a faire secession d'un territoire pour former une concession coloniale.;Zwingen Sie ein 쬨unzivilisiertes Land쬦, Gebiete zur Grundung einer Kolonialkonzession abzuspalten.;;;;;;;;;;;
demand_concession_NI_casus_belli_setup;$RECIPIENT$에게 조차지를 편성할 영토의 할양을 요구합니다.;Demand that $RECIPIENT$ secede territory to form a colonial concession.;Demandez a ce que $RECIPIENT$ fasse secession d'un territoire pour former une concession coloniale.;Verlangen Sie, dass $RECIPIENT$ Gebiete zur Grundung einer Kolonialkonzession abspaltet.;;;;;;;;;;;
demand_concession_BC_casus_belli;조차지 요구;Demand Concession;Demande de concession;Konzession verlangen;;;;;;;;;;;
demand_concession_BC_casus_belli_short;$STATE$ 요구;Demand $STATE$;Demander $STATE$;Fordern Sie $STATE$;;;;;;;;;;;
demand_concession_BC_casus_belli_desc;쬨비문명국쬦에게 조차지를 편성할 영토의 할양을 요구합니다.;Force an 쬨uncivilized country쬦 to secede territory to form a colonial concession.;Obligez un 쬨pays non civilise쬦 a faire secession d'un territoire pour former une concession coloniale.;Zwingen Sie ein 쬨unzivilisiertes Land쬦, Gebiete zur Grundung einer Kolonialkonzession abzuspalten.;;;;;;;;;;;
demand_concession_BC_casus_belli_setup;$RECIPIENT$에게 조차지를 편성할 영토의 할양을 요구합니다.;Demand that $RECIPIENT$ secede territory to form a colonial concession.;Demandez a ce que $RECIPIENT$ fasse secession d'un territoire pour former une concession coloniale.;Verlangen Sie, dass $RECIPIENT$ Gebiete zur Grundung einer Kolonialkonzession abspaltet.;;;;;;;;;;;
rude_boy;봉쇄;Containment;Confinement;Beherrschung;;;;;;;;;;;
rude_boy_short;$RECIPIENT$ 봉쇄;Contain $RECIPIENT$;Contenir $RECIPIENT$;Halten Sie $RECIPIENT$ in Schach.;;;;;;;;;;;
rude_boy_desc;문명의 모든 가식을 벗어던진 쬨타국쬦에게 그 야망을 크게 줄여달라고 요구합니다.;Force another 쬨country쬦, which has thrown off all pretenses of civilized conduct in the realm of international affairs, to vastly reduce its ambitions.;Obligez un autre 쬨pays쬦, qui s'est debarrasse de tout faux-semblant de conduite civilisee au royaume des affaires internationales, a limiter considerablement ses ambitions.;Zwingen Sie ein anderes 쬨Land쬦, das bezuglich internationaler Beziehungen samtliche Vortauschungen zivilisierten Benehmens uber Bord geworfen hat, seine Ambitionen drastisch zu reduzieren.;;;;;;;;;;;
rude_boy_setup;영토, 위신, 군사력 감소를 통해 $RECIPIENT$을(를) 봉쇄합니다.;Contain $RECIPIENT$ by reducing their territory, prestige and military.;Confinez $RECIPIENT$ en reduisant son territoire, son prestige et son armee.;Halten Sie $RECIPIENT$ in Schach, indem Sie ihr Territorium, Prestige und Militar reduzieren.;;;;;;;;;;;
conquest;정복;Conquest;Conquete;Annektieren;;;;;;;;;;;
conquest_short;$RECIPIENT$ 합병;Annex $RECIPIENT$;Annexer $RECIPIENT$;$RECIPIENT$ annektieren;;;;;;;;;;;
conquest_desc;하나의 주로 이루어진 쬨국가쬦를 합병합니다.;Annex a single-state 쬨country쬦;Annexer un 쬨pays쬦 a un seul Etat;Annektieren Sie ein Einzelstaat-쬨Land쬦;;;;;;;;;;;
conquest_setup;$RECIPIENT$을(를) 합병합니다.;Annex $RECIPIENT$;Annexer $RECIPIENT$;$RECIPIENT$ annektieren;;;;;;;;;;;
annex_africa;아프리카 분할;Scramble for Africa;;;;;;;;;;;;;
annex_africa_short;$RECIPIENT$ 할양 요구;Demand that $RECIPIENT$ secede territory according to rules set at the Conference of Great Powers;;;;;;;;;;;;;
annex_africa_desc;강대국 간의 회담에서 정한 규칙에 따라 쬨비문명국쬦에게 주 할양을 요구합니다.;Force an 쬨uncivilized country쬦 to secede territory according to rules set at the Conference of Great Powers;;;;;;;;;;;;;
annex_africa_setup;강대국 간의 회담에서 정한 규칙에 따라 $RECIPIENT$에게 주 할양을 요구합니다.;Demand that $RECIPIENT$ secede territory according to rules set at the Conference of Great Powers;;;;;;;;;;;;;
annex_africa_full;아프리카 분할 - 합병;Scramble for Africa - Annex;;;;;;;;;;;;;
annex_africa_full_short;$RECIPIENT$ 합병;Annex $RECIPIENT$;;;;;;;;;;;;;
annex_africa_full_desc;강대국 간의 회담에서 정한 규칙에 따라 쬨비문명국쬦에게 보호령화를 요구합니다.;Force an 쬨uncivilized country쬦 to become a protectorate according to rules set at the Conference of Great Powers;;;;;;;;;;;;;
annex_africa_full_setup;강대국 간의 회담에서 정한 규칙에 따라 $RECIPIENT$을(를) 합병합니다.;Annex $RECIPIENT$ according to rules set at the Conference of Great Powers;;;;;;;;;;;;;
establish_protectorate_casus_belli;보호령 설립;Establish Protectorate;Etablir un protectorat;Protektorat grunden;;;;;;;;;;;
establish_protectorate_casus_belli_short;$RECIPIENT$ 합병;Annex $RECIPIENT$;Annexer $RECIPIENT$;Annektieren Sie $RECIPIENT$;;;;;;;;;;;
establish_protectorate_casus_belli_desc;쬨비문명국쬦을 보호령으로 합병합니다.;Annex an 쬨uncivilized country쬦 by forcing them to become a protectorate of ours.;Annexez un 쬨pays non civilise쬦 en l'obligeant a devenir l'un de nos protectorats.;Annektieren Sie ein 쬨unzivilisiertes Land쬦, indem Sie es zwingen, eines Ihrer Protektorate zu werden.;;;;;;;;;;;
establish_protectorate_casus_belli_setup;$RECIPIENT$을(를) 보호령으로 합병합니다.;Annex $RECIPIENT$ by establishing a protectorate over them.;Annexez $RECIPIENT$ en etablissant un protectorat.;Annektieren Sie $RECIPIENT$ durch die Grundung eines Protektorats.;;;;;;;;;;;
establish_protectorate_NI_casus_belli;보호령 설립;Establish Protectorate;Etablir un protectorat;Protektorat grunden;;;;;;;;;;;
