;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;
end_of_natural_dyes_title;Ãµ¿¬ ¿°·áÀÇ ³¡?;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;
end_of_natural_dyes_desc;19¼¼±â Áß¹İ ÀÎ°£ÀÌ ¸¸µç ÇÕ¼º ¿°·áÀÇ ¹ß°ßÀº Ãµ¿¬ ¿°·á¿¡ ´ëÇÑ ´ë±Ô¸ğ ½ÃÀåÀÇ ¿À·£ ÇÏ¶ôÀ» ÃË¹ßÇß½À´Ï´Ù. »ê¾÷ Çõ¸íÀ¸·Î °¡´ÉÇØÁø »ê¾÷ ¼¶À¯ »ı»êÀ» ÅëÇØ ´ë·®À¸·Î »ı»êÇÒ ¼ö ÀÖ´Â ÇÕ¼º ¿°·á´Â Ãµ¿¬ ¿°·á¸¦ ºü¸£°Ô ´ëÃ¼ÇßÀ¸¸ç, ÈÄ¿¡ µîÀåÇÏ´Â ÇÕ¼º ¼¶À¯¿Íµµ Ãµ¿¬ ¿°·á¿Í ´Ş¸® Àß ¾î¿ï·È½À´Ï´Ù. ¿ì¸®³ª¶óÀÇ ÀÏºÎ Áö¿ª¿¡¼­µµ Ãµ¿¬ ¿°·á »ı»êÀÌ ¸î³â°£ ²ÙÁØÈ÷ °¨¼ÒÇÏ°í ÀÖÀ¸¸ç, ÀÌ°÷ÀÇ »ı»êÀÚµéÀº Áö±İ ÀÚ½ÅµéÀÇ »óÇ°À» ÆÈ ¼ö ¾ø´Â »óÅÂ¿¡ ÀÌ¸£·¶½À´Ï´Ù. ÆÄ»ê¿¡ Á÷¸éÇÑ ´ëºÎºĞÀÇ ¿°·á »ı»êÀÚµéÀº »õ·Î¿î Á¦Ç°À» ¹°»öÇÏ°í ÀÖ½À´Ï´Ù. Á¤ºÎÀÎ ¿ì¸®°¡ »õ·Î¿î ½ÃÀåÀ» Ã£¾ÆÁÜÀ¸·Î½á ±×µéÀ» µµ¿ï ¼ö ÀÖ½À´Ï´Ù.;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;
chile_treaty_of_peace_and_friendship_title;¾ÈÅäÆÄ°¡½ºÅ¸ ±¹°æ Á¶¾à;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
chile_treaty_of_peace_and_friendship_desc;¾ÈÅäÆÄ°¡½ºÅ¸¿¡´Â ³Ê¹« ¸¹Àº ÇÇ°¡ Èê·¶°í, °ü·Ã±¹µéÀº ¿øÅ¹¿¡ ¾É¾Æ ÀÌ ¹®Á¦¿¡ ´ëÇØ ÀÇ³íÇØ¾ß Çß½À´Ï´Ù. ±¹Á¦ÀûÀÎ µµ¿ò°ú ÁßÀç ´ö¿¡ ¿ì¸®´Â °ü·Ã±¹µé¿¡°Ô 6¸¸¤ ÀÇ ¹è»ó±İÀ» Ã»±¸ÇÏ´Â Á¦¾È¼­ ÃÊ¾ÈÀ» ÀÛ¼ºÇß½À´Ï´Ù. ±× ´ë°¡·Î ±×µéÀº ¾ÈÅäÆÄ°¡½ºÅ¸¿¡ ´ëÇÑ ¿µÀ¯±Ç ÁÖÀåÀ» Æ÷±âÇÒ °ÍÀÔ´Ï´Ù. $COUNTRY$ÀÌ(°¡) ¿µÀ¯±ÇÀ» ÁÖÀåÇÏÁö ¾Ê¾ÒÀ¸¸ç °ü·Ã ´ç»çÀÚµéÀÌ ¿µÀ¯±ÇÀ» ÁÖÀåÇÒ ¼ö ÀÖ´Â ¸ğµç ¿µÅä´Â Á¤´çÇÑ ¼ÒÀ¯ÀÚ¿¡°Ô ¹İÈ¯µÇ¸ç, ¾ÈÅäÆÄ°¡½ºÅ¸ ÀÌ¿ÜÀÇ Áö¿ª¿¡¼­ Á¦±âµÈ ¸ğµç ¿µÀ¯±Ç ÁÖÀåÀº ±¹Á¦Àû ÁßÀç¿¡ È¸ºÎµË´Ï´Ù.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
name_oslo_title;Å©¸®½ºÆ¼´Ï¾Æ³ª °³Äª;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
name_oslo_desc;¿À½½·Î·Î ¾Ë·ÁÁø ÀÌ µµ½Ã´Â ³ë¸£¿şÀÌ¿Í µ¿±º¿¬ÇÕ ÁßÀÌ´ø µ§¸¶Å© ¿ÕÀÎ Å©¸®½ºÆ¼´Ï¾È 4¼¼ÀÇ Ä¡¼¼ ÁßÀÌ´ø 1624³âÀÇ È­Àç·Î ÆÄ±«´çÇß½À´Ï´Ù. ÀÌÈÄ µµ½Ã´Â ¾ÆÄÉ¸£½ºÈÄ½º ¿ä»õ¿Í °¡±î¿î °÷À¸·Î ¿Å°ÜÁ³°í Å©¸®½ºÆ¼³ª·Î ÀÌ¸§ÀÌ ¹Ù²î¾ú½À´Ï´Ù. ¿À·£ ½Ã°£ÀÌ Áö³ª°í Á¤ºÎ´Â µµ½ÃÀÇ ¿À·¡µÊÀ» Àß ³ªÅ¸³¾ ¼ö ÀÖ´Â, ³ë¸£¿şÀÌÀÎ¿¡°Ô¼­ ÆÄ»ıµÈ ¿ø·¡ ÀÌ¸§À» ¿øÇÕ´Ï´Ù.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
january_uprising_victory_title;Æú¶õµåÀÎ ºÀ±â ¼º°ø;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
january_uprising_victory_desc;ÃÖ±Ù ºÀ±âÀÇ ¼º°øÀº Æú¶õµå°¡ ÀÚÀ¯ ÁÖ±Ç ±¹°¡·Î ÀÎÁ¤¹Ş¾ÒÀ½À» ÀÇ¹ÌÇÕ´Ï´Ù. ¿Ü¼¼¿¡ Áö¹è¹Ş´ø ½ÃÀıÀº ÀÌ°Ô ³¡³µ½À´Ï´Ù.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
copenhagen_convention_title;µ§¸¶Å© ÇØÇùÀ» µÑ·¯½Ñ Çù¾à ¿ä±¸;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
copenhagen_convention_desc;¿Ü·¹¼ø ÅëÇà·á´Â 1429³â Æ÷¸Ş¸¥ÀÇ ¿ÕÀÌ´ø ¿¡¸¯ÀÇ ÀÛÇ°À¸·Î, ÇöÀç¿¡µµ ³²¾Æ ¿µÇâÀ» ÁÖ°í ÀÖ½À´Ï´Ù. µ§¸¶Å©ÀÇ ÇØÇùÀ» Åë°úÇÏ´Â ¸ğµç ¹«¿ª¿¡ ÇÇÇØ¸¦ ÁÖ´Â ÀÌ 'Àåº®'Àº ¿ì¸®ÀÇ »ó¾÷ È°µ¿À» ÀúÇØÇÕ´Ï´Ù. ¿ì¸®¿¡°Ô º¸»ó±İ°ú º¸Áõ±İÀ¸·Î ÁöºÒÇÒ µ·ÀÌ ÀÖ´Ù¸é ÀÌ »óÈ²À» ÇÑ¹ø¿¡ ¸ğµÎ ÇØ°áÇÒ ¼ö ÀÖ´Â Çù¾àÀ» ¿ä±¸ÇÒ ¼ö ÀÖ½À´Ï´Ù.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
abolish_sound_dues_title;¿Ü·¹¼ø ÅëÇà·á ÆóÁö;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
abolish_sound_dues_desc;±×µéÀº µ§¸¶Å© ÇØÇùÀÇ ÅëÇà·á¸¦ ÆóÁöÇÏ±â¸¦ °ÅºÎÇßÁö¸¸, ±×µé¿¡°Õ ¼±ÅÃ±ÇÀÌ ¾ø½À´Ï´Ù. ¿ì¸®¿¡°Õ ±×µéÀÇ È¾Æ÷¸¦ ¸·°í ¹ßÆ® ÇØ¸¦ Àå¾ÇÇÒ ÈûÀÌ ÀÖ½À´Ï´Ù. ;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
take_corrients_title;ÄÚ¸®¿£Å×½º ¹× ¿£Æ®·¹¸®¿À½º;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
take_corrients_desc;ÄÚ¸®¿£Å×½º ¹× ¿£Æ®·¹¸®¿À½º Áö¿ªÀº ¿À·§µ¿¾È °¡±î¿ü½À´Ï´Ù. ÀÌÁ¦ ÄÚ¸®¿£Å×½ºÀÇ ¹İ¶õÀ» Áø¾ĞÇÏ¸é¼­ ¿£Æ®·¹¸®¿À½º ÃÑµ¶Àº ÀÌ Áö¿ªÀ» ÀÚ½ÅÀÇ ¿µÇâ ¾Æ·¡ µÎ´Â Á¤Ä¡Àû ¿òÁ÷ÀÓÀ» º¸¿´½À´Ï´Ù.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
declaration_of_independence_title;$COUNTRY$ÀÇ µ¶¸³ ¼±¾ğ;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
declaration_of_independence_desc;¿ì¸®´Â ´Ù¸¥ ³ª¶óµéÀÌ º¸±â¿¡µµ »ç½Ç»ó µ¶¸³±¹ÀÔ´Ï´Ù. ¿ì¸®´Â ÇöÀç µ¶¸³À» ´ÜÈ£È÷ ÁÖÀåÇÒ ¼ö ÀÖ´Â ¿µÇâ·Â°ú ¿ÏÀüÇÑ ÁÖ±ÇÀ» °®°í ÀÖ½À´Ï´Ù.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
substate_nation;¼Ó±¹;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
monthly_substate_payment_title;¿ùº° »ó³³±İ;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
monthly_substate_payment_desc;¼Ó±¹À¸·Î¼­ Á¾ÁÖ±¹¿¡°Ô »ó³³±İÀ» °­¿ä¹Ş°í ÀÖ½À´Ï´Ù..;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
claim_arab_coast_title;¾Æ¶ø ÇØ¾È°¡ ¿µÀ¯±Ç ÁÖÀå;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
claim_arab_coast_desc;¼ö¿¡Áî ¿îÇÏÀÇ °³Åë ÈÄ Æä¸£½Ã¾Æ¸¸ÀÇ ¹«¿ª °¡Ä¡°¡ ¿Ã¶ó°¡°í ÀÖ½À´Ï´Ù. ¿ì¸®°¡ ÀÌ Áö¿ª¿¡ ´õ ¸¹Àº Èû°ú ¿µÇâ·ÂÀ» Çà»çÇÏ´Â °ÍÀÌ Áß¿äÇÕ´Ï´Ù. ¾Æ¶óºñ¾Æ ¹İµµ´Â ¾Ë»ç¿ìµğ °è°î°ú ¾Ë¶ó½Ãµå °è°îÀ¸·Î ³ª´©¾îÁ® ÀÖ¾î ÇØ¾ÈÀÇ ÀÏºÎ¸¦ ½±°Ô È®º¸ÇÒ ¼ö ÀÖ½À´Ï´Ù.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
claim_bahrain_title;¹Ù·¹ÀÎ ¿µÀ¯±Ç ÁÖÀå;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
claim_bahrain_desc;Æä¸£½Ã¾Æ¸¸ÀÇ ÀÛÀº ¼¶ ¹Ù·¹ÀÎÀº ¾Æ¶ø °¡¹®µéÀÇ ÅëÄ¡¸¦ ¿À·£ ±â°£ ¹Ş¾Æ¿Ô½À´Ï´Ù. ±¹°æÀº ºÒ¾ÈÁ¤ÇÏ¸ç, ¿ì¸®³ª¶ó ÅëÄ¡ÀÚµéÀº ±× Áö¿ª¿¡ ¿ª»çÀûÀ¸·Î ¿µÀ¯±ÇÀ» ÁÖÀåÇØ¿Ô½À´Ï´Ù. ÀÌ´Â ¿ì¸® ¶¥¿¡ ¿µÀ¯±ÇÀ» ´Ù½Ã ÁÖÀåÇÏ°í ±× ¹İµµ¸¦ Á¡·ÉÇÒ ±âÈ¸ÀÔ´Ï´Ù.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
basotho_asks_for_protection_title;º¸È£ ¿äÃ»;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
basotho_asks_for_protection_desc;Ä§·«ÀÚµéÀÌ ¿ì¸® ¿µÅä¸¦ µÑ·¯½Î°í ÀÖ½À´Ï´Ù. ¶§¹®¿¡ ±¹³» ÀÏºÎ¿¡¼­´Â »ì¾Æ³²±â À§ÇØ µ¶¸³À» Æ÷±âÇÏ°í ÄÉÀÌÇÁÅ¸¿îÀÇ ¼Ó±¹À¸·Î µé¾î°¡¾ß ÇÑ´Ù°í ¹Ï½À´Ï´Ù.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
montenegro_borders_title;¸óÅ×³×±×·Î ±¹°æ;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
montenegro_borders_desc;¸óÅ×³×±×·Î´Â ±¹°æÀ» °ø½ÄÀûÀ¸·Î ÀÎÁ¤¹ŞÀº ÀûÀÌ ¾ø¾î ¿À·£ µ¶¸³¿¡µµ ºÒ±¸ÇÏ°í Å©·Î¾ÆÆ¼¾Æ¿Í º¸½º´Ï¾ÆÀÇ ¿µÀ¯±Ç ÁÖÀå¿¡ ½Ã´Ş¸®°í ÀÖ½À´Ï´Ù. Áö±İÀÌ ÀÌ¸¦ ¹Ù²Ü ±âÈ¸ÀÔ´Ï´Ù.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
renovate_capital_title;$CAPITAL$ °³Á¶;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
renovate_capital_desc;$CAPITAL$Àº(´Â) ºñÁ¼Àºµ¥´Ù ´©±¸µµ ÁÁ¾ÆÇÏÁö ¾Ê´Â Áß¼¼Ç³ÀÇ °Å¸®¿Í °Ç¹°ÀÌ °¡µæÇÑ ¿À·¡µÈ µµ½ÃÀÔ´Ï´Ù. Çö´ë ±³Åë¸ÁÀ» ±¸ÇöÇÏ°í ÀáÀçÀû À§»ı ¹®Á¦¸¦ Á¦°ÅÇÏ±â À§ÇØ, ±×¸®°í $CAPITAL$À»(¸¦) $COUNTRY$ÀÇ ¼öµµ·Î¼­ÀÇ °¡Ä¡°¡ ÀÖ´Â µµ½Ã·Î ¸¸µé±â À§ÇØ ¼öµµ °³Á¶¿¡ ÅõÀÚÇÒ ¼ö ÀÖ½À´Ï´Ù.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
bulgarian_miracle_title;ºÒ°¡¸®¾ÆÀÇ ±âÀû;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
bulgarian_miracle_desc;ºÒ°¡¸®¾Æ´Â ¹ßÄ­ Áö¿ª¿¡¼­ °¡Àå Å« ±âµ¶±³ ±¹°¡·Î, ¿µÅä¿Í ÀÎ±¸ ¸é¿¡¼­ °æÁ¦ ¹× ¹®È­ ºÎÈïÀ» °æÇèÇÏ°í ÀÖ½À´Ï´Ù. À¯·´ÀÎµéÀº ÀÌ¸¦ ºÒ°¡¸®¾ÆÀÇ ±âÀûÀ¸·Î ÄªÇÏ¸ç, ºÒ°¡¸®¾ÆÀÎµéÀ» È¤Àº ¹ßÄ­ Áö¿ªÀÇ ÀÏº»ÀÎÀ¸·Î ºÎ¸£±â ½ÃÀÛÇß½À´Ï´Ù. ÀÌ ±âÀûÀÌ ¿µ¿øÇÑ À¯»ê°ú À§´ëÇÑ ±¹°¡¸¦ °Ç¼³ÇÒ °ÍÀÎÁö ¾Æ´Ï¸é ÀÏÈ¸¼ºÀ¸·Î ³¡³¯ Áö´Â ½Ã°£¸¸ÀÌ ¾Ë °ÍÀÔ´Ï´Ù.;For now, we will reap its benefits.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
greater_bulgaria_title;´ëºÒ°¡¸®¾Æ!;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
greater_bulgaria_desc;ºÒ°¡¸®¾Æ´Â ¿À½º¸¸ Á¦±¹¿¡¼­ ºĞ¸®µÈ ¹ßÄ­ ¿µÅäÀÇ ¸ğµç ºÒ°¡¸®¾ÆÀÎ °ÅÁÖÁö¸¦ Æ÷ÇÔÇÒ ±Ç¸®°¡ ÀÖ½À´Ï´Ù. ¹ßÄ­ Áö¿ªÀº ºÒ°¡¸®¾Æ Á¦±¹ÀÇ Èû ¾Æ·¡ ¾ÈÁ¤ µÉ °ÍÀÔ´Ï´Ù.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
conquest_of_the_saharan_desert_title;»çÇÏ¶ó ¹Ì°³Ã´Áö;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
conquest_of_the_saharan_desert_desc;°­´ë±¹µéÀº Àç»¡¸® ¾ÆÇÁ¸®Ä«¿¡ ±ê¹ßÀ» ²È¾Ò½À´Ï´Ù. ÀÌÁ¦ ÀûÀıÇÑ ±¹°æ ¼³Á¤°ú ±× ¾ÈÀÇ Áö¿ª¿¡ ´ëÇÑ ÀûÀıÇÑ ÅëÁ¦°¡ ÇÊ¿äÇÕ´Ï´Ù. ¿ì¸®´Â »çÇÏ¶ó Áö¹æ¿¡ ±¹°æÀ» ¼¼¿ì°í »çÇÏ¶ó »ç¸·¿¡¼­ÀÇ ±¹°æ ºĞÀï °¡´É¼ºÀ» ¾ø¾Ö±â À§ÇØ ÀÏ·ÃÀÇ Á¶¾àµéÀ» ½ÃÇàÇÒ ¼ö ÀÖ½À´Ï´Ù.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
remove_spu_cores_title;Æä·ç ¿¬ÇÕ;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
remove_spu_cores_desc;³²ºÏÀÇ Æä·ç°¡ ÇÕÃÄÁö¸é¼­ ¿À·¡µÈ ±¹°æÀº ¾µ¸ğ¾ø¾îÁ³½À´Ï´Ù. ³ª´¶ Æä·ç¶ó´Â °³³äÀ» ³¡³»¾ß ÇÒ ¶§ÀÔ´Ï´Ù.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
repudiate_the_treaty_of_paucarpata_title;ÆÄ¿ìÄ«¸£ÆÄÅ¸ Á¶¾à °ÅºÎ;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
repudiate_the_treaty_of_paucarpata_desc;Æ÷À§´çÇØ ±âµ¿ÇÒ ¼ö ¾ø´Â »óÈ²¿¡ ÆÄ¿ìÄ«¸£ÆÄÅ¸¿¡¼­ »êÅ¸ Å©·çÁîÀÇ ÁöÈÖ ÇÏÀÇ ±º´ë¿Í ¸¶ÁÖÄ£ ºí¶ûÄÚ ¿£Ä®¶ó´Ù Á¦µ¶Àº ÆòÈ­ Á¶¾à¿¡ ¼­¸íÇØ¾ß Çß½À´Ï´Ù. ÆÄ¿ìÄ«¸£ÆÄÅ¸ Á¶¾àÀº Ä¥·¹¿¡°Ô Æ÷È¹µÈ ¸ğµç ¼±¹ÚÀÇ ¾çµµ, ¿¬¹æ°ú Ä¥·¹ »çÀÌÀÇ »ó¾÷ °ü°èÀÇ È¸º¹, Ä¥·¹ÀÇ ¸ğµç ±ºÀÎµéÀÇ Ã¶¼ö¿¡ µ¿ÀÇÇß½À´Ï´Ù. 1837³â 12¿ù ºí¶ûÄÚ ¿£Ä®¶ó´Ù Á¦µ¶ÀÌ ÇÔ´ë¿Í ±º´ë¿Í ÇÔ²² ¹ßÆÄ¶óÀÌ¼Ò·Î ´Ù¼Ò ºÒ¸í¿¹½º·´°Ô µ¹¾Æ¿ÔÀ» ¶§, Ä¥·¹ Á¤ºÎ¿Í Ä¥·¹ ¿©·ĞÀº ÀÌ Á¶¾àÀ» ºĞ°³ÇÏ¿© °ÅºÎÇß½À´Ï´Ù. ºí¶ûÄÚ ¿£Ä®¶ó´Ù Á¦µ¶Àº Ä¥·¹·Î µ¹¾Æ°¡±â¸¦ °ÅºÎÇß´ø ±×ÀÇ °í¹®ÀÎ ¾ÈÅä´Ï¿À Á¶¼¼ µ¥ ÀÌ¸®»ç¸®¿Í ÇÔ²² °¨¿Á¿¡ ¼ö°¨´çÇØ ¹İ¶õ¸¦ ½ÃµµÇß½À´Ï´Ù.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
native_removal_act_title;¿øÁÖ¹ÎÀÇ ÁöÀ§ : Áø¾Ğ¹ı;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
