colonial_chaos_desc;우리의 식민지는 혼돈 상태에 있으며 질서를 회복하지 않으면 식민지를 잃을 수 있습니다!;Our colony is in chaos, and we are in danger of losing it utterly if order is not restored soon!;;;;;;;;;;;;x,,,
loss_of_control;지배력 상실;Loss of Control;;;;;;;;;;;;x,,,,
loss_of_control_desc;식민지에 대한 지배력을 상실했습니다.;We have lost control over the colony.;;;;;;;;;;;;x,,,,
nationalist_agitation;민족주의자 선동;Nationalist Agitation;;;;;;;;;;;;x,,,,
nationalist_agitation_desc;민족주의자들이 이 지방에서 활동 중이며 폭력 사태로 어려움을 겪고 있습니다. 확인하지 않은 채로 남겨두면 우리에 대한 반란이 일어날 수 있습니다.;Nationalists are active in the province, stirring up trouble with random acts of violence. If left unchecked, they may rise in rebellion against us.;;;;;;;;;;;;x,,
patriot_uprising;애국자 봉기;Patriot Uprising;;;;;;;;;;;;x,,,,
patriot_uprising_desc;외국인 애국자들이 지역을 탈취했습니다;Foreign patriots have taken control of the province.;;;;;;;;;;;;x,,,,
the_ikhwan;형제;The Ikhwan;;;;;;;;;;;;;x,,,,
the_ikhwan_desc;베두인 와하비파 신도(이슬람 근본주의자)와 동맹이 성사되었습니다. 이슬람은 군사적 지원의 대가로 우리나라에 순수하게 남아있을 것입니다.;An alliance has been made with the Bedouin Wahhabists. Islam shall remain pure in our nation, in exchange for their military support.;;;;;;;;;;;;;x,,,
mandate;천명;Mandate of Heaven;;;;;;;;;;;;x,,,,
holy_city;성지;The Holy City;;;;;;;;;;;;x,,,,
holy_city_desc;메카는 이슬람의 성지입니다. 이곳을 손에 넣는 것은 모든 면에서 이슬람의 운명이 우리 손에 놓여 있음을 증명하는 것입니다.;Mecca is the center of all Islam. To hold it is to stand above all others, and prove to them that the fate of all Islam lies in our hands.;;;;;;;;;;;;x,,,
self_strengthening_movement;자강 운동;Self-Strengthening Movement;;;;;;;;;;;;;x,,,,
drive_to_reunify;재통합 운동;Reunification Drive;;;;;;;;;;;;x,,,,
drive_to_reunify_desc;우리는 반드시 이 국가를 재통합해야합니다!;We must reunite the country, at any cost!;;;;;;;;;;;;x,,,
taiping_draft;유사시 징집;Emergency Draft;;;;;;;;;;;;x,,,,
the_female_shortage;성비 불균형;The Female Shortage;;;;;;;;;;;;x,,,,
the_female_shortage_desc;성비 불균형은 중국에 여성보다 남성이 더 많아서 인구 성장이 둔화되고 미혼 남성의 혼란을 초래한다는 것을 의미합니다.;A populational deficit means that there are more men than women in China, slowing down population growth and upsetting the mass of single males that will never form a family.;;;;;;;;;;;;;;;;x,,,
christian_pamphlets;기독교 책자;Christian Pamphlets;;;;;;;;;;;;x,,,,
chinese_floods;중국 홍수;Chinese Floods;;;;;;;;;;;;x,,,,
small_country_draft;유사시 징집;Emergency Draft;;;;;;;;;;;;x,,,,
small_country_draft_desc;우리는 싸울 수 있는 모든 남자들을 징집해야합니다!;We must recruit all able-bodied men to fight!;;;;;;;;;;;;x,,,,
daimyo_draft;유사시 징집;;;;;;;;;;;;x,,,,
daimyo_draft_desc;우리는 싸울 수 있는 모든 남자들을 징집해야합니다!;;;;;;;;;;;;x,,,,
sons_of_liberty;자유의 아들;Sons of Liberty;;;;;;;;;;;;;x,,,,
sons_of_liberty_desc;미국이 민주적 전통 회귀를 목표로 하며, 그렇지 못하면 자신의 주를 연방로부터 분리하려 하는 이들의 민병대입니다.;A militia of pro-democracy liberals, determined to either see the United States returned to its democratic tradition or secede their state from the union.;;;;;;;;;;;;;x,,,
peasant_revolt;반란 개막;Open Revolt;;;;;;;;;;;;x,,,,
peasant_revolt_desc;지방 정부가 진압하는데 어려움을 겪고 있는 폭동과 묻지마 폭력을 포함헤 지방 내에서의 동요가 증가하고 있습니다.;There is increased agitation within the province, including riots and random violence which the local government has had difficulty putting down.;;;;;;;;;;;;x,,,
shastar_vidya;샤스타 비디야;Shastar Vidiya;;;;;;;;;;;;;x,,,,
shastar_vidya_desc;시크교도의 잘 알려진 전투 양식은 검술과 관련된 무술입니다. 이는 시크교도를 무서운 전투원으로 만들었습니다.;The renowned Sikh fighting style, it is a martial art involving sword play ...and has made the Sikhs into fearsome combatants.;;;;;;;;;;;;;x,,,
force_publique;공공 부대;Force Publique;;;;;;;;;;;;x,,,,
force_publique_title;공공 부대 결성;Form the Force Publique;;;;;;;;;;;;x,,,,
force_publique_desc;공공 부대는 벨기에가 통제하는 콩고 자유 국가의 공식 군대입니다. 표면상으로는 아랍 노예 상인들과 싸우기 위해 설립되었음에도 불구하고, 병사들은 할당량을 채우지 못한 이들에게 잔인한 형을 집행하는데 종종 사용되었습니다.;The Force Publique was the official armed force of the Belgian-controlled Congo Free State. Though ostensibly formed to combat Arab Slavers, the soldiers were often used to enforce economic quotas with brutal punishment.;;;;;;;;;;;;x,,,
rcmp;캐나다 왕립 경찰;;;;;;;;;;;;x,,,,
rcmp_desc;왕립 캐나다 기마 경찰은 새롭게 인수한 북서부 지역을 순찰하기 위해 설립되었습니다. 결국 모든 캐나다 지방에서 명령을 계속 수행하기 위해 자치령 경찰과 연합했습니다.;The Royal Canadian Mounted Police was formed to patrol the newly-acquired North-West Territories, eventually uniting with the Dominion Police to keep order throughout all Canadian provinces.;;;;;;;;;;;;x,,,
kalmar_union;칼마르 동맹;Kalmar Union;;;;;;;;;;;;;x,,,,
kalmar_union_desc;우리는 다른 스칸디나비아 국가들과의 보다 긴밀한 유대감에 원칙적으로 동의했습니다.;We have agreed in principle to a closer bond with the other Scandinavian nations.;;;;;;;;;;;;;x,,,,
leader_of_kalmar;칼마르 동맹의 맹주;Leader of the Kalmar Union;;;;;;;;;;;;;x,,,,
leader_of_kalmar_desc;우리는 스칸디나비아인을 하나의 깃발에 모으는 운동의 맹주입니다.;We are the leader of the movement to unite the Scandinavian people under a single flag.;;;;;;;;;;;;;x,,,,
customs_union;관세 동맹;Customs Union;;;;;;;;;;;;;x,,,,
customs_union_desc;우리는 회원국 간의 무역 장벽을 줄이기 위해 고안된 관세 동맹의 일원입니다.;We are a member of a customs union, designed to reduce the barriers in trade between the member nations.;;;;;;;;;;;;;x,,,
spanish_restoration;복원;The Restoration;;;;;;;;;;;;;x,,,,
spanish_restoration_desc;알폰소 12세에의 치세와 함께 에스파냐의 부흥이 이뤄졌습니다. 자유주의자와 보수주의자 간의 균형을 이루는 새로운 정부 체제를 만드는 것이 목표입니다.;A period of relative peace and stability in Spain initiated by King Alfonso XII, the aim being to create a new system of government with balance between the liberals and conservatives.;;;;;;;;;;;;;x,,,
national_instability;국가 불안정성;National Instability;;;;;;;;;;;;;x,,,,
national_instability_desc;이 나라는 혼란 상태에 처해 있으며 반란의 위험에 처해 있습니다.;The country is in a state of turmoil, and is in danger of rebellions.;;;;;;;;;;;;;x,,,
home_of_the_mormons;모르몬교도의 보금자리;Home of the Mormons;;;;;;;;;;;;;x,,,,
home_of_the_mormons_desc;모르몬교도들은 일부다처제를 믿고 그들의 추종자들에게 대가족을 갖도록 격려합니다.;the Mormons believe in polygamy, the taking of many wives, and encourage their followers to have large families.;;;;;;;;;;;;;x,,
gateway_to_america;미국으로 가는 관문;Gateway to America;;;;;;;;;;;;;x,,,,
gateway_to_america_desc;유럽에서 온 많은 이민자들이 엘리스 섬의 문을 통과하고, 그들 중 많은 수가 뉴욕에 머무를 것입니다.;Many immigrants from Europe will pass through the gates of Ellis Island, and a great number of them will remain in New York City.;;;;;;;;;;;;;x,,,
carlist_sympathies;카를리스타 동정;Carlist Sympathies;;;;;;;;;;;;x,,,,
carlist_sympathies_desc;이 지방에서 카를리스타가 활동하고 있습니다. 카를리스타는 에스파냐 정부를 무너뜨리고 싶어하는 사람들에게 동정을 빨리 얻고 있습니다.;A Carlist cell is at work in the province, and is quickly gaining sympathy for the rebels that wish to topple the Spanish government.;;;;;;;;;;;;x,,,
christino_sympathies;크리스티노 동정;Christino Sympathies;;;;;;;;;;;;x,,,,
christino_sympathies_desc;이 지방에서 크리스티노가 활동하고 있습니다. 크리스티노는 에스파냐 정부를 무너뜨리고 싶어하는 사람들에게 동정을 빨리 얻고 있습니다.;A Christino cell is at work in the province, and is quickly gaining sympathy for the rebels that wish to topple the Spanish government.;;;;;;;;;;;;x,,,
war_torn;황폐화;War Torn;;;;;;;;;;;;x,,,,
war_torn_desc;이 지역은 반란으로 황폐해졌습니다.;This province has been devastated by the rebellion.;;;;;;;;;;;;x,,,,
boxer_rebellion;의화단의 난;Boxer Rebellion;;;;;;;;;;;;x,,,,
boxer_rebellion_desc;이 지역은 현재 의화단의 반란이 일어나 매우 혼란스럽습니다.;The province is currently held by the Boxer rebels, and is in great disarray.;;;;;;;;;;;;x,,,
new_country;신설국;Newly-Established Country;;;;;;;;;;;;x,,,,
new_country_desc;이 나라는 이제 막 설립되었습니다. 시민들은 당분간 이 나라를 유지하기 위해 더 열심히 일할 것입니다.;This country has just been established, and its citizens are willing to work harder to keep it running?for the time being.;;;;;;;;;;;;x,,,
jewish_diaspora;유대인 디아스포라;Jewish Diaspora;;;;;;;;;;;;x,,,,
jewish_diaspora_desc;유대인 공동체가 이스라엘의 창조에 반응하여 조직되고 있습니다.;The Jewish community is organizing in reaction to the creation of Israel.;;;;;;;;;;;;x,,,,
declaration_of_the_rights_of_man;인간의 권리 선언;Declaration of the Rights of Man;;;;;;;;;;;;x,,,,
declaration_of_the_rights_of_man_desc;프랑스 혁명을 대표하는 '인간과 시민의 권리 선언'은 모든 영역에서의 보편적 인권을 규정했습니다.;The Declaration of the Rights of Man and of the Citizen, a fundamental document of the French Revolution, defined the individual and collective rights of all the estates of the realm as universal.;;;;;;;;;;;;x,,
caste_privileges;계급 특권;Caste Privilege;;;;;;;;;;;;x,,,,
caste_privileges_desc;인도에서 영국의 초기 목표는 지역 엘리트 계층을 자신들의 이미지로 탈바꿈시키는 것이었습니다. 이는 성공적이었고, 식민지 내에서 눈에 띄게 부유해진 인도인들이 새로운 계급을 형성했습니다.;An early goal of British Imperialists in India was to create a class of local elites in their own image. They were successful, forming a new caste of wealthy Indians who rose to prominence within the colony.;;;;;;;;;;;;x,,,
sati_abolished;사티 폐지;Abolishment of Sati;;;;;;;;;;;;x,,,,
sati_abolished_desc;최근 미망인을 순장시키는 풍습인 사티의 폐지는 인도의 일부 지역에서 믿을 수 없을 정도로 인기가 없었습니다.;The abolishment of Sati funeral practices, where a recent widow immolated herself on her husband's grave, was incredibly unpopular in some parts of India.;;;;;;;;;;;;x,,
pig_fat_cartridges;돼지 기름 탄약통;Pig Fat Cartridges;;;;;;;;;;;;x,,,,
pig_fat_cartridges_desc;돼지 기름을 사용하는 탄약통의 발행은 세포이 용병에 대한 엄청난 모욕으로 간주되었고, 인도인들과 식민지 당국 사이의 문화적 긴장가 높아지고 있음을 보여주는 증거가 되었습니다.;The issuing of gunpowder cartridges which were believed to be greased with pig fat was considered an incredible insult by Sepoy soldiers, and further evidence of the growing cultural rift between Indians and colonial powers.;;;;;;;;;;;;x,,,
carlism;카를로스파;Carlism;;;;;;;;;;;;x,,,,
carlism_desc;카를로스파는 에스파냐의 전통적이며 정당한 정치 운동으로, 카를로스 왕자의 왕위 상속법 분쟁과 보르본 왕가의 알폰소 가문에 대한 광범위한 불만을 통해 수립되었습니다.;Carlism is a traditionalist and legitimist political movement in Spain seeking the establishment of a separate line of the Bourbon family on the Spanish throne. This line descended from Infante Carlos, Count of Molina, and was founded due to dispute over the succession laws and widespread dissatisfaction with the Alfonsine line of the House of Bourbon.;;;;;;;;;;;;x,,
spirit_of_freedom;자유 정신;The Spirit of Freedom;;;;;;;;;;;;x,,,,
spirit_of_freedom_desc;일부 문화권에서는 민주주의와 개인의 자유에 대한 개념이 그들의 정신에 뿌리를 둡니다.;For some cultures, the notion of democracy and individual freedom is rooted in their very psyche.;;;;;;;;;;;;x,,,
national_identity;민족 정체성;National Identity;;;;;;;;;;;;x,,,,
national_identity_desc;민족주의의 개념은 19세기 후반에 정립되어 외세로부터의 독립을 추구하거나 모국에 합류하려는 반란을 일으키기도 하였습니다.;The concept of nationhood began taking hold in the late 19th century, as people began to identify more with the country they lived in rather than a particular region. Nationalism quickly gave rise to rebels who sought independence from foreign rule, or to rejoin their homeland.;;;;;;;;;;;;x,,
anti_jacobin_movement;반자코뱅파;Anti-Jacobin;;;;;;;;;;;;x,,,,
anti_jacobin_movement_desc;자코뱅과 민주주의 투쟁에 대한 반발로 인해 국가의 반동적인 요소들은 매우 확고하게 자리잡았습니다. 민주주의는 유용하거나 좋은 가능성을 지니기보다는 '본질적으로 결함이 있고 잘못 유도되어 있다'고 합니다.;A reaction to the Jacobins and the struggle for democracy, reactionary elements in countries became very entrenched against democracy as a concept-- calling it 'inherently flawed' and misguided, as well as a source of chaos, rather than holding the possibility of anything useful or good.;;;;;;;;;;;;x,
sharia_law;샤리아;Sharia Law;;;;;;;;;;;;x,,,,
sharia_law_desc;샤리아는 종교 지도자들에게 인정받은 이슬람 판사가 집행하는 이슬람의 엄격한 도덕 및 종교법입니다.;Sharia is the strict moral code and religious law of Islam, considered the infallible law of God-- interpreted by Islamic judges who have responsibilities to religious leaders.;;;;;;;;;;;;x,,,
ottoman_oppression;기독교 탄압;Christian Oppression;;;;;;;;;;;;;;;x,,,,
ottoman_oppression_desc;오스만 제국은 제국 내의 기독교도에 관한 정책(지즈야 및 직업 제한 등)과 발칸 지역의 문제에 대한 해법을 수년간 마련해왔습니다. 이 정책들은 1839 년에 시작된 탄지마트 개혁 때까지 취소되지 않았습니다.;A number of Ottoman policies regarding Christians within the Empire, such as the Jizya tax and restrictions on work and movement, set the stage for issues in the Balkans for years to come. These policies were not revoked until the Tanzimat Reforms which began in 1839.;;;;;;;;;;;;x,,
ottomanism_reform;하티 후마윤 칙령;Imperial Reform Edict;;;;;;;;;;;;x,,,,
ottomanism_reform_desc;하티 후마윤 칙령은 제국의 소수 민족들 사이에서 종교 평등을 확립했으며 우리 국경 안의 민족주의자들의 우려를 해소하기 위해 많을 노력을 했습니다.;The Hatt-i H?ayun has established religious equality among the Empire's minorities, and gone a long way towards assuaging some of the concerns of nationalists within our borders.;;;;;;;;;;;;x,,,
great_statesman;위대한 정치가;Great Statesman;;;;;;;;;;;;;x,,,,
great_statesman_desc;우리 지도자는 다른 세계 지도자들이 존경하는 유능한 연설가이자 훌륭한 정치가입니다.;Our leader is an able speaker and a fine statesman, respected by other world leaders.;;;;;;;;;;;;;x,,,
begin_revolution;혁명 국가;Revolutionary State;;;;;;;;;;;;x,,,,
begin_revolution_desc;우리나라는 혼란과 반란의 소용돌이에서 설립된 신생 국가입니다. 그러나 사람들은 기꺼이 싸우고 있습니다!;Our country is a fledgling state, founded in the midst of chaos and rebellion. But the people are willing to fight!;;;;;;;;;;;;x,,,
zemene_mesafint;제멘 메사피트;Zemene Mesafint;;;;;;;;;;;;x,,,,
zemene_mesafint_desc;제멘 메사피트란 에티오피아의 통치자들이 황제 아래 국가를 단결시키기 위해 고군분투해야 했던 '판관시대'를 뜻합니다.;The 'Age of Princes', where the rulers of Ethiopia must struggle to unite the nation under a single Emperor.;;;;;;;;;;;;x,,,
irish_integration_desc;이제 아일랜드인들이 영국 법에 의해 동등한 신민이기 때문에, 그들을 영국 문화에 더 완전하게 통합하기 위한 조치가 취해질 수도 있습니다.;Now that the Irish are equal subjects under British law, steps may be taken to integrate them more fully into overall British culture.;;;;;;;;;;;;;x,,,
irish_integration;아일랜드인 통합;Irish Integration;;;;;;;;;;;;;x,,,,
irish_oppression;궁핍한 아일랜드인;Irish Destitution;;;;;;;;;;;;;x,,,,
irish_oppression_desc;부재자 토지 소유 제도는 아일랜드에게 비효율성의 본보기로 남겨놓았고, 아일랜드인들은 수세기 동안 계속해서 영국의 지배에 맞서 싸우고 반항했습니다.;The system of absentee landownership has left Ireland a model of inefficiency, and left the Irish continually struggling and rebelling against British rule for centuries.;;;;;;;;;;;;;x,,,
land_of_opportunity;기회의 땅;Land of Opportunity;;;;;;;;;;;;;x,,,,
land_of_opportunity_desc;19세기 후반, 우리의 산업, 은행 체계와 인구의 자유로운 이동 때문에 스위스에 정착하는 이주 노동자가 급증했습니다.;By the late 19th century our industry, banking system and the free movement of population established with our neighbors caused a boom of migrant workers that come to work in our industry and in our banks, eventually settling in Switzerland.;;;;;;;;;;;;;;;;;;;;;;;;x,,,
swiss_banking;스위스 은행;Swiss Banking;;;;;;;;;;;;;;;;;;;;;;;;x,,,
swiss_banking_desc;스위스 은행은 효율적이고 국제적으로 인정받는 은행 체계를 운영합니다. 전 세계의 부자들이 은행 업무를 위해 스위스로 몰려옵니다.;The Swiss run an efficient and internationally recognized banking system. The rich from all over the world come to Switzerland for their banking needs.;;;;;;;;;;;;;;;;;;;;;;;;x,,,
anynomous_investor_business;익명 투자자 사업;Anonymous Investor Business;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
anynomous_investor_business_desc;이런 형태의 사업 문화는 소유주들이 그 사업을 투자로 취급한다는 것을 의미했으며 소유권은 물건을 생산하고 파는 것이 아니었습니다. 대신 소유주가 된 유일한 이유는 사업 비율이 상승하는 것을 보기 위해서였습니다. 이 관습은 전문적이었지만 의지가 부족했고 극도로 위험을 피했습니다.;This style of business culture meant that the owners treated the business as an investment. Ownership was not about producing and selling things. Instead the only reason for being the owner was to see the business ratios rise. This practice was professional, but lacked commitment and was intensely risk-aversive.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
boer_republic;보어 공화국;Boer Republic;;;;;;;;;;;;x,,,,
boer_republic_desc;우리는 아프리카 원주민의 영토에서 보어인이 지배하는 새 나라를 세웠습니다. 이것은 영원히 영국의 통치 밖에서 살 수 있는 기회입니다.;We have established a new nation, dominated by the Voortrekkers and carved from the territory of African natives. This is a new opportunity for us to live outside of British rule, now and forever.;;;;;;;;;;;;x,,
integration_refusal;통합 없음;No Integration;;;;;;;;;;;;;x,,,,
integration_refusal_desc;이 지역은 다른 국가와 통합되지 않고 별도의 정체성을 유지할 수 있습니다.;The province is not being integrated into the rest of the country, and being allowed to maintain its separate identity.;;;;;;;;;;;;;x,,,
core_integration;영유권 편입;Core Integration;;;;;;;;;;;;;x,,,,
core_integration_desc;국가의 일부로서 통합하고 있으며, 느린 과정으로 인해 문제가 발생할 수 있습니다.;The province is being integrated into the rest of the country, a slow process that may cause problems here.;;;;;;;;;;;;;x,,,
national_assimilation_complete;민족 동화 완료;National Assimilation Complete;;;;;;;;;;;;;x,,,,
national_assimilation;민족 동화;National Assimilation;;;;;;;;;;;;;x,,,,
national_assimilation_desc;이 지역은 다른 나라들의 영유권을 제거하기 위해 동화되고 있습니다.;This province is undergoing assimilation to remove the claims that other countries have upon it.;;;;;;;;;;;;;x,,,,
national_assimilation_rejection;동화 거부;Assimilation Rejection;;;;;;;;;;;;;x,,,,
national_assimilation_rejection_desc;이 지역의 소수민족들은 민족 동화 정책을 거부했습니다.;The minorities in this province have rejected the policies of national assimilation.;;;;;;;;;;;;;x,,,,
national_assimilation_acceptance;동화 수용;Assimilation Acceptance;;;;;;;;;;;;;x,,,,
national_assimilation_acceptance_desc;이 지역의 소수민족들은 민족 동화 정책을 수용했습니다.;The minorities in this province have accepted the policies of national assimilation.;;;;;;;;;;;;;x,,,,
christian_repression;기독교 억압;Christian Repression;;;;;;;;;;;;;x,,,,
christian_repression_desc;태평천국의 전도사들은 이 지역에서 적극적으로 억압받고 있습니다.;Taiping missionaries are being actively repressed in this province.;;;;;;;;;;;;;x,,,,
anti_manchu_sentiment;반만감정;Anti-Manchu Sentiment;;;;;;;;;;;;;x,,,,
anti_manchu_sentiment_desc;이 지역은 청 왕조의 통치에 심하게 괴로워합니다.;There is a great deal of bitterness against the Qing Dynasty's rulers in this province.;;;;;;;;;;;;;x,,,,
louis_napoleon_iii;루이나폴레옹 보나파르트;Louis-Napolon Bonaparte;;;;;;;;;;;;;x,,,,
louis_napoleon_iii_desc;나폴레옹 1세의 조카인 그는 민중의 아들입니다. 그는 무모하고 군재도 변변찮지만, 그에게는 나폴레옹이라는 유산이 있습니다.;Nephew and heir of Napoleon I, he is a man of the people and carries with him a legacy that makes him seemingly invincible-- even if, at times, his decisions are reckless and of questionable military value.;;;;;;;;;;;;;x,
begin_disunited_states;분열된 국가;Disunited States;;;;;;;;;;;;;x,,,,
begin_disunited_states_desc;미국이 민주주의에서 탈피함에 따라 자유의 아들들은 소위 폭정에 맞서기 위해 생겨났습니다. 이 저항이 진정되기까지는 시간이 걸릴 것이며 그 때까지 많은 분리 시도와 반란에 대한 논의가 있을 것입니다.;With the transition of the United States away from democracy, the Sons of Liberty have arisen in an effort fight what they call tyranny. It will take time for this resistance to calm, and until it does there shall be much talk of secession and even open revolt.;;;;;;;;;;;;;x,,
election_cooldown;선거 진행 중;Ongoing Elections;;;;;;;;;;;;;x,,,,
desc_election_cooldown;유권자들은 현재 모든 중요한 사안들에 대해 토론, 또 토론하고 있습니다.;Our voters are currently debating and discussing all important issues.;;;;;;;;;;;;;x,,,,
violent_elections;폭력 선거;Violent Elections;;;;;;;;;;;;;x,,,,
desc_violent_elections;현재의 진행 중인 선거 운동이 꽤 폭력적인 것으로 드러났습니다.;The current elections turned out have a quite violent undertone in the ongoing campaigns.;;;;;;;;;;;;;x,,,,
social_reform_movement;사회 개혁 운동;Social Reform Movement;;;;;;;;;;;;;x,,,,
desc_social_reform_movement;사회주의자들과 공산주의자들은 더 나은 생활 환경을 위한 전국적인 의제에 착수했습니다.;Socialists and communists have initiated a countrywide agenda for better living conditions.;;;;;;;;;;;;;x,,,,
wartime_elections;전시 선거;War-time Elections;;;;;;;;;;;;x,,,,
wartime_elections_desc;선거가 전쟁 중에 열렸습니다.;The elections are taking place in a time of war, an event which has taken center stage in the debates.;;;;;;;;;;;;x,,,
loss_of_support;지지 상실;Loss of Support;;;;;;;;;;;;x,,,,
loss_of_support_desc;여당은 이 지역에서 지지를 잃었습니다.;The ruling party has lost support in this area.;;;;;;;;;;;;x,,,,
support_the_government;정부 지원;Government Support;;;;;;;;;;;;x,,,,
support_the_government_desc;여당은 이 지역에서 더 지지받고 있습니다.;The ruling party has extra support in this area.;;;;;;;;;;;;x,,,,
nothing_stops_progress;멈추지 않음;Nothing Stops Progress;;;;;;;;;;;;x,,,,
nothing_stops_progress_desc;우리는 반동주의 선동가들을 체포하고 계획대로 개혁을 진행하고 있습니다.;We are arresting the reactionary agitators and proceeding with reforms as planned.;;;;;;;;;;;;x,,,,
slow_down_progress;개혁 제한;Reform Restrictions;;;;;;;;;;;;x,,,,
slow_down_progress_desc;아마 개혁 속도에 제동을 거는 것이 최선인 것 같습니다. 우리는 국민들이 속도를 따라잡을 수 있도록 해야합니다!;Perhaps it is best if we apply brakes to the rate of reforms. We must allow our people to catch up!;;;;;;;;;;;;x,,,,
ruling_party_scandal;국가적 추문;National Scandal;;;;;;;;;;;;;x,,,,
ruling_party_scandal_desc;최근의 추문들은 정부를 뒤흔들었고 여당에 대한 지지에 악영향을 줬습니다.;A recent scandal has rocked the government and eroded support for the ruling party.;;;;;;;;;;;;;x,,,,
party_scandal_evidence;주요 국가적 추문;Major National Scandal;;;;;;;;;;;;;x,,,,
party_scandal_evidence_desc;국가적인 추문을 더욱 악화시킨 증거가 드러나면서 정부는 선거에서 심각한 위험에 처했습니다.;Evidence has come to light which has only worsened the national scandal, putting the government at dire risk if it should come to an election.;;;;;;;;;;;;;x,,,
line_of_advantage;이익선;Line of Advantage;;;;;;;;;;;;;x,,,,
line_of_advantage_desc;리키젠, 즉 '이익선' 개념은 안보를 보장받기 위해 국경 너머까지 일본의 영향력을 확장해야함을 의미합니다.;The concept of riekisen, or the 'line of advantage', means that we must extend Japanese influence beyond our national borders in order to ensure our security. This means turning all of the Japanese military, and indeed our people, to the notion of foreign conquest and glory.;;;;;;;;;;;;;x
no_line_of_advantage;진행 경로;Path of Progress;;;;;;;;;;;;;x,,,,
no_line_of_advantage_desc;군사력과 정복에 초점을 맞추는 대신, 일본의 안보는 기술 발전과 개혁에 투자함으로써 보장되어야 합니다. 그렇지 않으면 서구 열강은 분명 일본이 준비되어 있지 않았음을 알게 될 겁니다.;Instead of focusing on military might and conquest, Japanese security must be provided by devotion to technological progress and reform. We must match the Western powers, and quickly, or they will surely take advantage and find Japan sorely unprepared.;;;;;;;;;;;;;x,
border_incident;최근 국경 분쟁;Recent Border Incident;;;;;;;;;;;;;x,,,,
border_incident_desc;우리는 최근 열강과의 국경 분쟁이 있었습니다.We have recently had a border incident, stirring up trouble with a Great Power.;;;;;;;;;;;;;x,,,
the_british_raj;인도 제국;The Indian Raj;;;;;;;;;;;;x,,,,
